TCGA-OR-A5J1,TCGA-OR-A5J2,TCGA-OR-A5J3,TCGA-OR-A5J5,TCGA-OR-A5J6,TCGA-OR-A5J7,TCGA-OR-A5J8,TCGA-OR-A5J9,TCGA-OR-A5JA,TCGA-OR-A5JB,TCGA-OR-A5JC,TCGA-OR-A5JD,TCGA-OR-A5JE,TCGA-OR-A5JF,TCGA-OR-A5JG,TCGA-OR-A5JI,TCGA-OR-A5JJ,TCGA-OR-A5JK,TCGA-OR-A5JL,TCGA-OR-A5JM,TCGA-OR-A5JO,TCGA-OR-A5JP,TCGA-OR-A5JQ,TCGA-OR-A5JR,TCGA-OR-A5JS,TCGA-OR-A5JT,TCGA-OR-A5JV,TCGA-OR-A5JW,TCGA-OR-A5JX,TCGA-OR-A5JY,TCGA-OR-A5JZ,TCGA-OR-A5K0,TCGA-OR-A5K1,TCGA-OR-A5K2,TCGA-OR-A5K3,TCGA-OR-A5K4,TCGA-OR-A5K5,TCGA-OR-A5K6,TCGA-OR-A5K8,TCGA-OR-A5K9,TCGA-OR-A5KO,TCGA-OR-A5KT,TCGA-OR-A5KU,TCGA-OR-A5KV,TCGA-OR-A5KW,TCGA-OR-A5KX,TCGA-OR-A5KY,TCGA-OR-A5KZ,TCGA-OR-A5L3,TCGA-OR-A5L4,TCGA-OR-A5L5,TCGA-OR-A5L6,TCGA-OR-A5L8,TCGA-OR-A5L9,TCGA-OR-A5LA,TCGA-OR-A5LB,TCGA-OR-A5LC,TCGA-OR-A5LD,TCGA-OR-A5LE,TCGA-OR-A5LG,TCGA-OR-A5LH,TCGA-OR-A5LJ,TCGA-OR-A5LK,TCGA-OR-A5LL,TCGA-OR-A5LM,TCGA-OR-A5LN,TCGA-OR-A5LO,TCGA-OR-A5LP,TCGA-OR-A5LR,TCGA-OR-A5LS,TCGA-OR-A5LT,TCGA-OU-A5PI,TCGA-P6-A5OF,TCGA-P6-A5OG,TCGA-PA-A5YG,TCGA-PK-A5H8,TCGA-PK-A5H9,TCGA-PK-A5HA,TCGA-PK-A5HB
9.2474,23.8039,32.5942,7.7834,17.8867,29.6193,25.3159,15.5405,45.749,19.7842,20.138,26.9238,21.9471,27.2334,30.8927,13.561,26.0098,10.1237,27.6107,19.5542,15.6795,28.5482,43.7517,25.6845,12.4963,35.7635,11.8585,23.2362,14.4284,103.5509,27.1641,16.7538,20.8067,24.094,7.9745,39.5234,13.3229,25.6208,23.2086,9.7381,19.6133,44.9612,15.0727,30.0551,29.9362,7.5037,22.9779,52.5564,2.4811,12.0749,17.6423,7.1094,9.8421,2.6576,9.0903,27.8774,19.2449,2.8147,33.4773,17.3869,26.4736,21.9014,14.2663,11.5526,27.9329,9.2015,30.8996,20.734,18.3872,20.1119,34.2659,20.9115,15.2066,75.7278,17.0899,14.9222,14.6221,15.8103,24.3115
28.3076,86.585,69.1364,19.7519,80.4512,49.3324,27.1198,29.8086,49.934,23.0463,18.3756,87.6172,33.0437,41.5701,48.7562,19.6644,32.5897,34.925,95.083,28.3523,36.0309,22.8846,43.9687,84.2179,36.8311,68.0747,114.4099,51.864,27.7925,78.5909,36.0653,51.1349,73.5979,33.4396,58.1752,64.2746,32.4597,40.5239,36.779,31.6427,43.8952,41.5403,23.9925,25.2327,58.449,11.8474,50.2733,26.5703,23.6211,67.9727,28.3341,31.5613,41.6004,9.9658,34.5548,40.9287,25.6386,12.6037,36.9874,43.8601,74.9871,27.4432,37.3719,57.6083,39.4892,26.4313,49.5166,100.3998,36.6849,51.1792,23.5085,58.7601,47.7355,14.0604,80.0464,60.883,71.4581,84.8916,88.5377
0.461,7.1891,2.521,11.5767,1.4741,1.4287,0.0133,8.4532,2.6904,0.6542,3.0784,16.0752,1.6105,6.9396,3.9865,1.3519,3.6147,3.9385,7.3501,1.2965,5.8657,2.6541,0.6791,11.5796,1.476,10.4008,17.2447,1.6352,0.4627,2.5536,6.8533,4.0488,3.4858,2.0547,8.4801,7.8385,1.5943,6.6033,3.8006,0.3115,0.3515,0.1926,4.0336,14.416,8.6507,4.2973,2.8913,0.2213,0.0445,1.8274,2.6552,3.2036,2.7528,0.6357,7.515,9.622,0.9896,1.1557,1.0081,0.8317,20.6469,4.2753,6.9856,0.1629,8.0324,0.828,28.1862,5.1882,2.7771,10.2763,2.341,20.4405,1.6509,0.0433,4.9034,2.0842,19.3024,7.1188,5.6125
2.166,3.0612,0.6823,0.5871,1.6542,2.2833,2.301,0.9273,0.6709,1.4629,0.7587,2.0078,1.6295,0.7031,0.6075,1.2243,1.0277,0.8748,0.8711,1.5766,2.3076,0.6777,2.1497,2.0123,2.5915,1.491,1.2876,0.9909,1.2847,1.6743,1.896,1.983,2.3413,1.1903,1.2591,1.8381,2.6554,1.4263,0.7254,0.7951,1.502,1.7532,1.2594,1.175,0.6338,1.7689,1.1884,2.0242,1.3293,0.7798,1.4181,1.3797,2.036,0.4011,0.7298,0.8452,1.2017,1.1147,1.7263,3.2062,1.2349,2.7239,1.76,1.7339,0.6243,1.2215,1.2477,2.0159,1.6474,0.6706,1.3918,0.6808,1.2799,2.5808,1.5076,1.1853,3.8687,1.7512,0.7369
12.1971,11.9483,12.9589,28.9649,4.2881,5.9205,9.6808,7.1832,14.3775,10.1853,13.3705,11.4603,3.5898,15.4923,4.9238,3.6976,10.9856,9.7822,7.6412,7.061,8.4502,3.0174,7.858,16.6491,13.7282,15.4632,14.3526,17.3649,35.2302,12.0161,20.9611,6.2467,10.4327,4.1337,4.7958,12.883,3.7131,7.1266,12.8886,7.3426,27.7608,5.0003,13.82,6.9648,14.2148,14.2364,7.3187,7.2755,2.9709,12.7686,18.2727,12.8335,14.6127,5.3689,5.2548,15.9764,13.6841,7.2293,7.8943,18.3794,10.7091,58.6716,11.0179,19.4926,8.3943,9.1245,28.1179,17.3231,25.2884,15.3172,6.8168,13.2336,22.629,39.2523,12.2437,22.7564,14.5804,14.0276,6.1342
2.9546,0.2058,0.5229,0.2305,0.0,0.1646,0.7858,0.2175,0.6708,0.1842,0.096,1.5746,0.8349,0.721,2.081,0.8826,0.0421,0.8986,0.0352,0.72,0.0481,0.0877,2.0754,3.358,0.0922,0.1958,29.9274,4.0771,1.632,46.8494,1.8055,7.9142,0.0114,1.8188,3.3004,0.0663,0.7812,1.452,0.6684,0.2709,0.1859,0.101,0.0112,0.0125,0.0455,0.0289,4.6135,3.6886,1.3408,0.2486,0.1871,0.5883,0.0523,0.0225,0.0477,0.534,0.1206,0.2374,0.3114,0.141,0.0797,1.4136,5.3114,0.0407,0.0666,3.2808,0.0346,1.9353,0.1351,0.0,0.1363,0.6077,3.7449,2.3517,0.7257,4.0354,0.0292,0.06,0.2239
8.2778,5.5532,1.8597,5.0503,8.7974,2.1527,0.8243,8.7762,2.8751,9.6982,5.9949,12.3986,3.5567,10.0039,0.9417,1.2491,7.634,6.3212,3.7218,15.9238,3.9692,9.4629,4.8432,13.8045,7.9423,11.4587,6.2385,2.1083,3.7894,5.6285,8.6656,12.6526,6.4207,7.1401,2.1868,9.0757,13.7857,4.3067,2.2546,6.3113,5.0435,7.9881,3.6141,10.3306,2.6594,1.7243,2.919,11.305,3.5886,3.1197,7.0468,5.5209,13.3065,1.4846,2.8099,2.9138,9.6939,2.2496,18.7991,10.0719,4.651,4.9077,1.2735,5.6221,1.1462,6.8572,4.1354,6.9526,9.9978,1.7606,1.2198,6.3072,7.6899,1.5118,5.0774,4.7041,5.0878,6.1849,1.5812
0.021,0.0079,0.013,0.026,0.0077,0.01,1.3078,0.0073,0.0157,0.007,0.0078,0.028,0.0,0.0084,0.0071,0.0135,0.0069,0.0112,0.0507,0.0046,0.0472,0.0066,0.006,0.0163,0.0141,0.011,0.0211,0.0087,0.023,0.0087,0.0032,0.009,0.0223,0.0086,0.0121,0.0,0.0048,0.0025,0.0109,0.0,0.0127,0.0142,0.0037,0.045,0.0173,0.0094,0.0163,0.0104,0.0136,0.0063,0.0148,0.0192,0.0064,0.0,0.0052,0.0025,0.0108,0.0,0.0394,0.0044,0.0348,0.0157,0.0146,0.01,0.0097,0.0195,0.0611,0.0038,0.0074,0.1,0.0074,0.0214,0.0145,0.0066,0.0078,0.0057,0.0765,0.0022,0.0042
0.0,0.0033,0.0085,0.03,0.0043,0.0033,0.0101,0.0,0.0086,0.0038,0.0,0.0192,0.0,0.0028,0.0039,0.0,0.0,0.0,0.0304,0.0,0.0,0.0109,0.0,0.0034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0102,0.0,0.0,0.0,0.0,0.0042,0.0,0.0061,0.1112,0.0041,0.0,0.0067,0.0,0.0,0.0,0.0,0.0,0.0035,0.0,0.0,0.0,0.0,0.0,0.0054,0.0,0.0107,0.0,0.1126,0.0,0.004,0.0,0.0,0.0032,0.0061,0.0,0.0,0.0,0.0,0.0,0.0032,0.0,0.0,0.0,0.0069
0.0,0.8895,0.0067,0.0,0.0398,0.0102,0.0524,0.0141,0.0,0.0238,0.0,0.0359,0.0066,0.0216,0.006,0.0208,0.5368,0.0072,0.0296,0.0059,0.0269,0.0057,0.0256,0.0367,0.8823,0.0,0.0662,0.0334,0.0,0.202,0.0,0.0,0.0,0.0,0.0,0.0,0.092,0.6129,0.0,0.0058,0.052,0.0121,0.0189,0.021,0.0509,0.0,0.0104,0.0357,0.056,0.0,0.0163,0.0,0.0439,0.0,0.0,0.0,0.1566,0.0,0.0,0.0338,0.0056,0.7031,0.0877,0.0171,0.0,0.0,0.0233,0.0198,0.0,0.0428,0.0095,0.0157,0.0319,0.017,0.05,0.0,0.0147,0.0,0.0
0.0,0.0018,0.0,0.0,0.0011,0.0,0.0018,0.0008,0.0,0.0,0.0,0.0,0.0,0.0022,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0009,0.0,0.001,0.0021,0.001,0.0,0.0,0.0,0.0013,0.0017,0.0,0.0,0.0,0.0011,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0018,0.0062,0.0,0.0014,0.0028,0.0,0.0,0.0,0.0,0.0011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,0.0014,0.0,0.002,0.0009,0.0,0.0,0.0,0.0
0.0081,0.0,0.009,0.018,0.0045,0.0035,0.0,0.0063,0.0,0.004,0.0227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0038,0.0,0.0,0.0,0.0038,0.0,0.0075,0.0044,0.0038,0.0056,0.0,0.0,0.0,0.007,0.0054,0.0,0.0086,0.0,0.0039,0.0044,0.0082,0.0446,0.0071,0.0043,0.0,0.0035,0.0181,0.0,0.0054,0.0037,0.0111,0.0074,0.0,0.0045,0.0044,0.0,0.0,0.0171,0.0,0.0113,0.0,0.0338,0.0,0.0,0.0,0.0079,0.0,0.0,0.0116,0.0064,0.0,0.0,0.023,0.0,0.005,0.0,0.0,0.0036
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0084,0.0088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075,0.0259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0078,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0698,0.0,0.0,0.0415,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.003,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0042,0.0,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0206
0.0,0.0,0.0,0.0,0.0,0.0,0.1513,0.0,0.0337,0.0,0.0084,0.0,0.0,0.0,0.0,0.0,0.0074,0.0,0.0,0.0,0.0,0.0,0.0128,0.0,0.0,0.0783,0.0076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.0176,0.0,0.0,0.0,0.0,0.0,0.016,0.0,0.0,0.0,0.0,0.0,0.0068,0.0414,0.0,0.0,0.0084,0.0,0.0,0.0,0.0,0.0,0.028,0.0,0.0315,0.0107,0.0156,0.0,0.0,0.0,0.0119,0.0,0.012,0.0,0.0,0.0,0.138,0.0,0.0,0.0,0.0067
0.1839,0.1701,0.1114,0.2421,0.0554,0.1,0.0,0.0392,0.0561,0.0332,0.0562,0.217,0.0554,0.0603,0.0169,0.058,0.0329,0.0601,0.0991,0.0165,0.0564,0.0632,0.0998,0.1755,0.1439,0.2056,0.084,0.0932,0.2378,0.1878,0.2324,0.0215,0.1865,0.0,0.0869,0.0888,0.0171,0.0,0.1174,0.0814,0.4899,0.0338,0.0,0.0732,0.1775,0.186,0.0583,0.0249,0.0195,0.0224,0.1058,0.2297,0.199,0.0,0.0559,0.2175,0.1028,0.1309,0.0471,0.2989,0.0311,0.209,0.0349,0.3097,0.1734,0.0466,0.2108,0.0138,0.211,0.191,0.2661,0.1971,0.193,0.0317,0.0557,0.2055,0.137,0.0313,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.0,0.1389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0354
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0134,0.0,0.0,0.0103,0.0,0.0,0.027,0.0,0.0,0.006,0.0,0.013,0.0,0.0,0.0,0.0,0.0714,0.0,0.0068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064,0.0,0.0,0.305,0.0,0.0,0.0,0.0,0.0,0.0,0.0067,0.0,0.0,0.0,0.017,0.0,0.0112,0.0058,0.0126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0079,0.0053,0.0,0.0,0.0,0.0099,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0054,0.0,0.0,0.0071,0.0,0.0,0.0,0.0,0.0046,0.0,0.0073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0042,0.0,0.0,0.0,0.0,0.0,0.0,0.0055,0.0,0.0,0.0,0.0054,0.0,0.0,0.0057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0107,0.0,0.0,0.0063,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0077,0.0,0.0,0.0,0.0043,0.0,0.0,0.0,0.0,0.0135,0.0,0.0,0.0,0.0,0.0151,0.0,0.0,0.0,0.0,0.0094,0.0,0.0,0.0,0.0,0.0048,0.0,0.0,0.007,0.0078,0.0,0.0,0.0046,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0172,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0281,0.0,0.0,0.0,0.0,0.0122,0.0,0.0,0.0,0.0,0.0,0.0,0.3287,0.0,0.0,0.0,0.0,0.0871,0.0,0.0,0.0691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0026,0.0,0.0,0.0068,0.0,0.008,0.0024,0.0068,0.003,0.0,0.0,0.0,0.0022,0.0154,0.0,0.003,0.0,0.0,0.0061,0.0,0.0,0.0026,0.0,0.0053,0.0,0.0,0.0,0.0,0.0029,0.0,0.0,0.0,0.0057,0.0,0.0,0.0031,0.0196,0.0,0.0,0.0,0.0062,0.0,0.0,0.0032,0.0031,0.0027,0.0137,0.0036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0086,0.0,0.0028,0.0059,0.0,0.0,0.0,0.0,0.003,0.0,0.0048,0.0044,0.0049,0.004,0.0027,0.0,0.0,0.0,0.0,0.0,0.0027
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065,0.0,0.0,0.0,0.0,0.0,0.0055,0.0,0.0,0.0,0.0,0.0,0.0094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0048,0.0048,0.0,0.0,0.0,0.0061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033,0.0065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
